index,xmin,ymin,xmax,ymax,center_x,center_y,confidence,class,predicted_id,name,componentId,color,key,lineTypeId,group,lineTypeIdNumber,lineTypeName,checked,componentType,distance
3,218.45892,2438.1267,241.19592,2456.9072,229.82742000000002,2447.51695,0.83768034,32,0eb66421,terminator_single,clnk1xat1003b34aovnr93xsf,#0DB2B2,a572dec0,clwx2ui0x0062348c42jfyv1a,clwx2ui0x0062348c42jfyv1a-0,clwx2ui0x0062348c42jfyv1a-0,22_capacitor_bank-4-0,False,optional,164.55129855222071
8,396.23007,2548.4685,443.6655,2579.3062,419.947785,2563.88735,0.8974718,27,1efbec5c,Q,clnk1x9zj002t34aow7kklyyh,#7A0DB2,03996f8f,clwx2ui0x0062348c42jfyv1a,clwx2ui0x0062348c42jfyv1a-0,clwx2ui0x0062348c42jfyv1a-0,22_capacitor_bank-4-0,False,optional,274.07315985291865
10,570.51953,2475.8032,631.387,2581.476,600.953265,2528.6396,0.91492987,17,c50d48d0,22_ds_la_out,clnk1x9z1002934aogf3ugt94,#0DB20D,4da277bb,clwx2951n000m348c9b3qu4fb,clwx2951n000m348c9b3qu4fb-0,clwx2951n000m348c9b3qu4fb-0,22_outgoing-5-0,False,mandatory,5000.0
9,555.17975,2266.3171,593.1235,2312.246,574.151625,2289.28155,0.87747556,18,ffb6c738,22_gs,clnk1x9zf002f34aobq6lwoe3,#0D0DB2,ac18823a,clwx2951n000m348c9b3qu4fb,clwx2951n000m348c9b3qu4fb-0,clwx2951n000m348c9b3qu4fb-0,22_outgoing-5-0,False,optional,547.0214280248093
11,595.8833,1923.006,620.5938,2043.1138,608.23855,1983.0599000000002,0.9005889,14,533eaa37,22_breaker,clnk1x9yy001s34aok46x91s6,#3C0DB2,39589b57,clwx2951n000m348c9b3qu4fb,clwx2951n000m348c9b3qu4fb-0,clwx2951n000m348c9b3qu4fb-0,22_outgoing-5-0,False,optional,828.4255403194157
14,626.9327,2251.6326,657.4623,2270.4722,642.1975,2261.0524,0.8345481,19,7ba52ebf,22_ll,clnk1x9yz002534ao2aywryg7,#16448c,025e7d0b,clwx2951n000m348c9b3qu4fb,clwx2951n000m348c9b3qu4fb-0,clwx2951n000m348c9b3qu4fb-0,22_outgoing-5-0,False,optional,510.97979746446674
12,601.60547,2444.145,622.67755,2462.9487,612.1415099999999,2453.5468499999997,0.835287,32,f455e66e,terminator_single,clnk1xat1003b34aovnr93xsf,#0DB2B2,32880aa5,clwx2951n000m348c9b3qu4fb,clwx2951n000m348c9b3qu4fb-0,clwx2951n000m348c9b3qu4fb-0,22_outgoing-5-0,False,optional,131.0660171779822
13,602.3955,2285.949,656.96014,2319.197,629.67782,2302.5730000000003,0.8143487,34,38084a92,terminator_w_future,clnk1x9zm003134aon68l1b4l,#0D7AB2,88df8c9f,clwx2951n000m348c9b3qu4fb,clwx2951n000m348c9b3qu4fb-0,clwx2951n000m348c9b3qu4fb-0,22_outgoing-5-0,False,optional,399.0559159102155
16,773.93964,2475.788,832.9026,2578.9795,803.42112,2527.38375,0.90999067,17,ac27d61c,22_ds_la_out,clnk1x9z1002934aogf3ugt94,#0DB20D,883ae7ee,clwx2951n000m348c9b3qu4fb,clwx2951n000m348c9b3qu4fb-1,clwx2951n000m348c9b3qu4fb-1,22_outgoing-5-1,False,mandatory,5000.0
15,760.33746,2268.7227,796.4683,2310.7322,778.40288,2289.72745,0.9077648,18,c11a7294,22_gs,clnk1x9zf002f34aobq6lwoe3,#0D0DB2,d14e1983,clwx2951n000m348c9b3qu4fb,clwx2951n000m348c9b3qu4fb-1,clwx2951n000m348c9b3qu4fb-1,22_outgoing-5-1,False,optional,621.6904755831215
