index,xmin,ymin,xmax,ymax,center_x,center_y,confidence,class,predicted_id,name,componentId,color,key,lineTypeId,group,lineTypeIdNumber,lineTypeName,checked,componentType,distance
25,1106.642,2242.7832,1164.4412,2281.2397,1135.5415,2262.0115,0.89164275,23,502416f5,DPM,clnk1x9zg002o34ao2g3ii1c9,#B24CCC,d8821b6d,clwx2951l000e348cmiy7vxb8,clwx2951l000e348cmiy7vxb8-0,clwx2951l000e348cmiy7vxb8-0,22_incoming-6-0,False,optional,573.6610383315987
26,1218.6567,2241.4226,1272.9423,2279.4907,1245.7996,2260.4565,0.89588124,22,aeea94c5,DIM,clnk1xcco003j34ao5ownl25b,#B20D0D,870f0ad0,clwx2951l000e348cmiy7vxb8,clwx2951l000e348cmiy7vxb8-0,clwx2951l000e348cmiy7vxb8-0,22_incoming-6-0,False,optional,733.9108216936543
24,1007.7545,2467.734,1037.0076,2483.212,1022.38104,2475.473,0.8026491,19,2b664c9b,22_ll,clnk1x9yz002534ao2aywryg7,#16448c,132331d7,clwx2951l000e348cmiy7vxb8,clwx2951l000e348cmiy7vxb8-0,clwx2951l000e348cmiy7vxb8-0,22_incoming-6-0,False,optional,752.3544725075503
21,946.4722,2479.0554,978.5622,2521.735,962.5172,2500.3953,0.8119016,18,bd3cee18,22_gs,clnk1x9zf002f34aobq6lwoe3,#0D0DB2,054116b3,clwx2951l000e348cmiy7vxb8,clwx2951l000e348cmiy7vxb8-0,clwx2951l000e348cmiy7vxb8-0,22_incoming-6-0,False,optional,746.0407640085655
23,991.051,2536.418,1038.7358,2570.762,1014.89343,2553.5898,0.8314309,31,8ec016bb,terminator_double,clnk1x9zm003434aoc9i4tm42,#0DB27A,bf046b5b,clwx2951l000e348cmiy7vxb8,clwx2951l000e348cmiy7vxb8-0,clwx2951l000e348cmiy7vxb8-0,22_incoming-6-0,False,optional,786.0529573173852
29,1448.7703,1923.382,1472.9424,2042.3274,1460.8563,1982.8547,0.8976237,14,8a66498e,22_breaker,clnk1x9yy001s34aok46x91s6,#3C0DB2,a161e65b,clx49gds40001349wqm2ec002,clx49gds40001349wqm2ec002-0,clx49gds40001349wqm2ec002-0,22_outgoing-7-0,False,mandatory,5000.0
27,1410.1031,2268.2917,1445.6129,2311.0037,1427.858,2289.6477,0.90822095,18,f6da9313,22_gs,clnk1x9zf002f34aobq6lwoe3,#0D0DB2,a85e2975,clx49gds40001349wqm2ec002,clx49gds40001349wqm2ec002-0,clx49gds40001349wqm2ec002-0,22_outgoing-7-0,False,optional,448.62445840513925
32,1476.9996,2253.466,1510.9697,2270.8513,1493.9846,2262.1587,0.80803627,19,eea0f2e9,22_ll,clnk1x9yz002534ao2aywryg7,#16448c,21524aab,clx49gds40001349wqm2ec002,clx49gds40001349wqm2ec002-0,clx49gds40001349wqm2ec002-0,22_outgoing-7-0,False,optional,467.76659402887026
28,1422.3446,2472.7515,1481.3589,2582.6013,1451.8518,2527.6763,0.9131764,17,fe193966,22_ds_la_out,clnk1x9z1002934aogf3ugt94,#0DB20D,6214cd35,clx49gds40001349wqm2ec002,clx49gds40001349wqm2ec002-0,clx49gds40001349wqm2ec002-0,22_outgoing-7-0,False,optional,804.6387437550122
30,1454.63,2442.0193,1476.0905,2461.7031,1465.3602,2451.8613,0.81538033,32,3cb95de9,terminator_single,clnk1xat1003b34aovnr93xsf,#0DB2B2,c5968f9e,clx49gds40001349wqm2ec002,clx49gds40001349wqm2ec002-0,clx49gds40001349wqm2ec002-0,22_outgoing-7-0,False,optional,685.3006486383879
31,1450.9673,2285.7878,1509.4109,2316.907,1480.1891,2301.3474,0.84358656,34,7ee840fc,terminator_w_future,clnk1x9zm003134aon68l1b4l,#0D7AB2,ab55c2df,clx49gds40001349wqm2ec002,clx49gds40001349wqm2ec002-0,clx49gds40001349wqm2ec002-0,22_outgoing-7-0,False,optional,448.2102448427662
37,1635.7054,1930.2728,1661.765,2042.3331,1648.7352,1986.303,0.8767255,14,16789234,22_breaker,clnk1x9yy001s34aok46x91s6,#3C0DB2,61cca72a,clwx2s01g005q348ctgfl1pfr,clwx2s01g005q348ctgfl1pfr-0,clwx2s01g005q348ctgfl1pfr-0,22_outgoing_w_dpm_dim-8-0,False,mandatory,5000.0
36,1612.6633,2476.2952,1670.5852,2579.993,1641.6243,2528.144,0.90786254,17,16681048,22_ds_la_out,clnk1x9z1002934aogf3ugt94,#0DB20D,2b94ed6b,clwx2s01g005q348ctgfl1pfr,clwx2s01g005q348ctgfl1pfr-0,clwx2s01g005q348ctgfl1pfr-0,22_outgoing_w_dpm_dim-8-0,False,optional,802.1240251292508
40,1665.2678,2252.6558,1699.1893,2270.1465,1682.2285,2261.4011,0.8135448,19,8fddb0ca,22_ll,clnk1x9yz002534ao2aywryg7,#16448c,229b9f06,clwx2s01g005q348ctgfl1pfr,clwx2s01g005q348ctgfl1pfr-0,clwx2s01g005q348ctgfl1pfr-0,22_outgoing_w_dpm_dim-8-0,False,optional,402.7544007200505
39,1639.936,2286.1108,1694.2319,2316.025,1667.084,2301.0679,0.84157276,34,d17e06ad,terminator_w_future,clnk1x9zm003134aon68l1b4l,#0D7AB2,74a5103e,clwx2s01g005q348ctgfl1pfr,clwx2s01g005q348ctgfl1pfr-0,clwx2s01g005q348ctgfl1pfr-0,22_outgoing_w_dpm_dim-8-0,False,optional,437.79603128039315
38,1640.694,2442.0227,1662.9379,2461.6187,1651.8159,2451.8208,0.8228156,32,32762208,terminator_single,clnk1xat1003b34aovnr93xsf,#0DB2B2,53dfc7d3,clwx2s01g005q348ctgfl1pfr,clwx2s01g005q348ctgfl1pfr-0,clwx2s01g005q348ctgfl1pfr-0,22_outgoing_w_dpm_dim-8-0,False,optional,687.4427842621188
35,1598.5753,2268.708,1633.116,2311.9495,1615.8457,2290.3286,0.9010958,18,ea383def,22_gs,clnk1x9zf002f34aobq6lwoe3,#0D0DB2,b82fccfa,clwx2s01g005q348ctgfl1pfr,clwx2s01g005q348ctgfl1pfr-0,clwx2s01g005q348ctgfl1pfr-0,22_outgoing_w_dpm_dim-8-0,False,optional,450.2102448427662
41,1682.156,2140.8716,1736.7983,2177.4749,1709.4772,2159.1733,0.86309373,23,ff23f0de,DPM,clnk1x9zg002o34ao2g3ii1c9,#B24CCC,b8a76a58,clwx2s01g005q348ctgfl1pfr,clwx2s01g005q348ctgfl1pfr-0,clwx2s01g005q348ctgfl1pfr-0,22_outgoing_w_dpm_dim-8-0,False,optional,305.730014102411
42,1769.411,2136.9878,1826.9935,2178.0312,1798.2023,2157.5095,0.91483665,22,931c118c,DIM,clnk1xcco003j34ao5ownl25b,#B20D0D,4ce7437b,clwx2s01g005q348ctgfl1pfr,clwx2s01g005q348ctgfl1pfr-0,clwx2s01g005q348ctgfl1pfr-0,22_outgoing_w_dpm_dim-8-0,False,optional,459.66608896548195
46,1966.6885,1921.7858,1991.2913,2042.7574,1978.9899,1982.2716,0.88171154,14,c7f2659f,22_breaker,clnk1x9yy001s34aok46x91s6,#3C0DB2,60e05908,clx49rtqz001j349w4n9dgdoa,clx49rtqz001j349w4n9dgdoa-0,clx49rtqz001j349w4n9dgdoa-0,22_outgoing-9-0,False,mandatory,5000.0
